checkmate.txt,pi.txt,shakespear.txt,square_root_of_4.txt,war_and_peace.txt
0.03729581832885742,0.002596139907836914,0.01163339614868164,0.04416489601135254,0.009606599807739258
0.03902745246887207,0.0027420520782470703,0.010715246200561523,0.04462909698486328,0.01578998565673828
0.0412445068359375,0.0026319026947021484,0.012746572494506836,0.05000185966491699,0.030495643615722656
0.03602457046508789,0.0026960372924804688,0.011805534362792969,0.04380035400390625,0.006987810134887695
0.03923487663269043,0.0024683475494384766,0.01114344596862793,0.04853963851928711,0.006430387496948242
