one_conn_time,agg_throughput
2.2172927856445312e-05,253.3258811873192
1.2302398681640625e-05,265.9234445749097
2.5177001953125e-05,254.88903502255417
1.9550323486328125e-05,239.3259853605172
1.3017654418945313e-05,235.1779299446705
