one_conn_time,agg_throughput
8.449554443359374e-05,303.0737511914052
8.673667907714844e-05,302.96456626390403
7.9345703125e-05,310.61160476930985
9.303092956542968e-05,273.17813756123
9.827613830566406e-05,295.0163818828683
