checkmate.txt,pi.txt,shakespear.txt,square_root_of_4.txt,war_and_peace.txt
290.2073696830567,330.698682505834,282.9981102177235,266.561197579519,276.6897172991672
299.5440388835788,304.09396129372936,291.59276352778744,314.9380235380385,251.18958905417733
276.99681513575223,311.46622814176305,270.8096213665433,266.7829500038822,271.23270126828504
295.30678337893585,313.0868116489514,283.86701144726277,169.7256146891539,162.0685360990619
243.96310795768952,310.1556880769999,270.9524564740899,244.08176230566266,254.90501389734604
