one_conn_time,agg_throughput
6.890296936035156e-05,201.02933849480317
5.936622619628906e-05,266.18309744852144
7.581710815429688e-05,225.03275480036956
6.389617919921875e-05,268.961392479945
7.62939453125e-05,257.08473792067025
